Date,Open,High,Low,Close,Shares Traded,Turnover (₹ Cr),Chronos_Predicted
2025-11-04,35580.55,35668.75,35198.75,35274.55,22951640,3279.22,34423.9921875
2025-11-06,35380.45,35509.0,35248.3,35337.6,25147978,3633.61,34423.9921875
2025-11-07,35233.2,35272.55,34732.5,35117.6,21744794,3093.44,34287.388671875
2025-11-10,35246.95,35855.6,35237.2,35688.25,26707511,3483.57,34287.388671875
2025-11-11,35902.9,36149.9,35683.9,36116.9,33843736,5014.62,34287.388671875
2025-11-12,36299.4,36911.95,36290.8,36855.4,40358478,5844.14,34287.388671875
2025-11-13,36937.95,36939.85,36525.4,36679.45,33077446,4892.34,34697.1953125
2025-11-14,36392.05,36503.0,35957.3,36301.25,24976670,3557.75,34560.59375
2025-11-17,36285.2,36406.45,36138.2,36375.2,21426999,3076.3,34560.59375
2025-11-18,36294.7,36312.95,35914.35,35975.2,24229275,4267.8,34560.59375
2025-11-19,36062.2,37116.5,36024.45,37044.65,44577620,6706.15,34560.59375
2025-11-20,37228.05,37278.75,36964.35,37043.3,26300168,4330.07,34560.59375
2025-11-21,36930.25,37096.25,36761.55,36885.35,28537421,4959.49,34560.59375
2025-11-24,37084.65,37554.35,36951.8,37037.95,63752072,9652.52,34697.197265625
2025-11-25,37112.1,37124.55,36727.35,36826.9,25870524,3792.06,34560.59375
2025-11-26,36881.95,37407.0,36881.1,37364.6,23318178,3381.85,34697.1953125
2025-11-27,37487.65,37668.55,37208.25,37446.3,22476589,3878.7,34833.798828125
2025-11-28,37488.5,37554.6,37323.45,37405.5,18547314,2658.41,34833.798828125
2025-12-01,37476.6,37659.75,37413.0,37549.7,16440993,2741.93,34697.1953125
2025-12-02,37559.4,37734.35,37418.5,37541.25,23187734,3287.17,34560.59375
2025-12-03,37530.85,38007.3,37515.0,37825.25,40897050,5310.22,34560.59375
2025-12-04,37875.7,38471.6,37847.7,38360.25,39915464,6609.61,34560.59375
2025-12-05,38500.6,38920.6,38369.55,38703.65,32337332,5508.65,34423.990234375
2025-12-08,38783.4,38937.35,38322.45,38590.7,28400329,4237.41,34287.38671875
2025-12-09,38438.5,38463.95,37908.9,38130.6,25999771,3977.95,34287.38671875
2025-12-10,38273.75,38300.5,37745.25,37789.9,18945220,2650.08,34287.38671875
2025-12-11,37925.95,38136.45,37672.4,38097.0,18786640,3013.96,34423.990234375
2025-12-12,38203.85,38300.3,37901.75,38274.75,13887636,2210.86,34150.78515625
2025-12-15,38125.95,38410.7,38042.95,38386.25,13575524,2116.29,34150.78515625
2025-12-16,38262.3,38293.4,37946.75,38062.5,14738591,2559.85,34150.78515625
2025-12-17,37996.95,38367.85,37969.45,38172.05,14753751,2311.74,34150.78515625
2025-12-18,38273.6,38667.35,38248.75,38633.35,23478799,3339.37,34014.181640625
2025-12-19,38991.3,39054.35,38590.25,38691.6,38532939,5772.23,34014.181640625
2025-12-22,39023.25,39530.25,39006.4,39488.0,45612040,6482.97,33877.578125
2025-12-23,39395.8,39398.15,38942.35,39173.7,24052331,3677.15,33877.578125
