Date,Open,High,Low,Close,Shares Traded,Turnover (₹ Cr),Chronos_Predicted
2025-05-15,54853.7,55490.55,54442.3,55355.6,138421253,10195.93,53392.6484375
2025-05-16,55276.0,55418.9,55170.25,55354.9,136045212,7512.92,53217.58984375
2025-05-19,55326.05,55695.55,55296.55,55420.7,138063909,5421.58,53217.58984375
2025-05-20,55445.3,55568.35,54829.45,54877.35,143426306,7986.79,52867.474609375
2025-05-21,55060.2,55336.85,54690.8,55075.1,119459912,5560.63,53392.6484375
2025-05-22,54875.9,54996.1,54576.6,54941.3,148227670,9220.0,53392.6484375
2025-05-23,54959.3,55441.3,54854.5,55398.25,88891444,4424.62,53392.6484375
2025-05-26,55534.9,55875.75,55307.5,55572.0,90838669,4382.84,53392.6484375
2025-05-27,55458.95,55831.35,55037.85,55352.8,145380504,9236.52,53392.6484375
2025-05-28,55328.6,55521.8,55235.55,55417.0,128321511,5986.31,53567.70703125
2025-05-29,55571.4,55782.75,55096.45,55546.05,185730254,10394.38,53567.70703125
2025-05-30,55615.55,55813.3,55356.6,55749.7,281056831,12623.12,53217.58984375
2025-06-02,55598.25,55966.3,55400.55,55903.4,211302101,8722.91,53392.6484375
2025-06-03,56104.8,56161.4,55455.8,55599.95,212808078,9937.61,53392.6484375
2025-06-04,55650.35,55791.0,55408.35,55676.85,151488202,6067.58,53392.6484375
2025-06-05,55806.75,56010.15,55580.45,55760.85,141281084,8518.57,53567.70703125
2025-06-06,55699.45,56695.0,55534.75,56578.4,347023400,13035.84,53392.6484375
2025-06-09,57049.5,57049.5,56792.7,56839.6,207484622,9138.51,53042.533203125
2025-06-10,56993.9,57015.4,56564.15,56629.1,145969879,8256.92,53217.591796875
2025-06-11,56639.85,56782.5,56399.4,56459.75,135259963,5477.92,52867.4765625
2025-06-12,56480.9,56611.05,55968.5,56082.55,135273988,6460.33,53042.533203125
2025-06-13,55149.3,55688.0,55149.3,55527.35,142013350,6042.45,53042.533203125
2025-06-16,55554.1,55999.85,55381.45,55944.9,107684846,5492.66,53042.533203125
2025-06-17,55975.0,56067.3,55643.95,55714.15,106308600,5617.54,53392.6484375
2025-06-18,55544.95,55933.6,55511.8,55828.75,116387466,7214.0,53217.591796875
2025-06-19,55784.85,55942.45,55475.45,55577.45,131337052,6875.2,53217.591796875
2025-06-20,55566.7,56328.2,55566.4,56252.85,161498033,10192.14,53042.533203125
2025-06-23,55832.35,56233.55,55779.25,56059.35,86815983,4154.17,53567.70703125
2025-06-24,56529.45,56862.0,56276.15,56461.9,132949497,8261.84,53742.763671875
2025-06-25,56564.5,56681.4,56420.65,56621.15,98673656,6054.77,53742.763671875
2025-06-26,56693.55,57263.45,56558.35,57206.7,176543280,13209.6,54092.87890625
2025-06-27,57234.7,57475.4,56993.85,57443.9,237982623,14041.67,54267.935546875
2025-06-30,57529.95,57614.5,57193.8,57312.75,182974016,7876.79,54267.9375
2025-07-01,57375.8,57533.85,57150.35,57459.45,283276197,8734.24,54618.05078125
2025-07-02,57558.2,57628.4,56833.8,56999.2,169590882,8026.46,54442.994140625
2025-07-03,57050.4,57193.25,56764.1,56791.95,149891510,7232.62,53917.8203125
2025-07-04,56825.25,57075.1,56623.6,57031.9,93858205,3871.5,54375.125
2025-07-07,56938.7,57152.2,56838.55,56949.2,103275989,4714.0,54196.259765625
2025-07-08,56942.55,57303.3,56923.05,57256.3,105496181,6733.82,54375.125
2025-07-09,57199.75,57290.65,57037.9,57213.55,91106919,5469.02,54553.990234375
2025-07-10,57339.75,57363.7,56886.6,56956.0,101997889,6552.97,54375.125
2025-07-11,56843.45,57091.05,56607.75,56754.7,95543477,5114.03,54375.125
2025-07-14,56780.75,56896.3,56594.25,56765.35,123043716,5307.24,54375.125
2025-07-15,56709.2,57134.95,56707.8,57006.65,124577638,5808.52,54017.39453125
2025-07-16,57111.25,57276.55,56937.6,57168.95,161253321,6912.99,54375.125
2025-07-17,57231.95,57262.85,56780.15,56828.8,129763690,8491.69,54375.125
2025-07-18,56524.25,56705.15,56204.85,56283.0,141249347,10339.98,54196.259765625
2025-07-21,56558.9,56983.45,56255.7,56952.75,133656637,9301.52,54375.125
2025-07-22,57253.35,57286.15,56692.0,56756.0,132755588,6922.17,54375.125
2025-07-23,56918.15,57249.0,56715.8,57210.45,129781223,7142.4,54553.990234375
2025-07-24,57316.6,57316.6,56850.9,57066.05,179807625,7304.96,54375.125
2025-07-25,57170.7,57170.7,56439.4,56528.9,125071034,5848.19,54375.125
2025-07-28,56215.1,56578.4,55997.45,56084.9,145685401,8419.46,54196.259765625
2025-07-29,55881.8,56296.4,55843.25,56222.0,145111592,9195.07,54553.990234375
2025-07-30,56310.1,56321.15,56064.55,56150.7,139650524,6484.04,54375.125
2025-07-31,55728.15,56406.2,55547.35,55961.95,182793120,8710.55,54375.125
2025-08-01,55897.15,56097.6,55562.1,55617.6,98888023,5412.38,54196.259765625
2025-08-04,55557.5,55752.45,55437.3,55619.35,131113299,5603.22,54017.39453125
2025-08-05,55545.05,55648.15,55202.85,55360.25,105715243,8349.26,53659.6640625
2025-08-06,55329.8,55559.4,55227.7,55411.15,117597509,5603.16,53659.6640625
2025-08-07,55215.65,55614.8,54973.55,55521.15,95473822,7276.11,53480.798828125
2025-08-08,55609.35,55652.6,54905.6,55004.9,97278488,6115.9,53659.6640625
2025-08-11,54999.35,55582.15,54927.55,55510.75,105180632,5551.53,53659.6640625
2025-08-12,55441.1,55566.7,55001.5,55043.7,74654204,4460.93,53659.6640625
2025-08-13,55340.05,55340.05,55026.95,55181.45,80068987,5057.23,54017.39453125
2025-08-14,55102.55,55472.8,55074.3,55341.85,74186271,5318.26,53838.529296875
2025-08-18,55940.6,56156.3,55647.65,55734.9,101715772,6271.46,53659.6640625
2025-08-19,55622.3,55965.55,55608.15,55865.15,89334976,4838.22,53659.6640625
2025-08-20,55751.5,55812.6,55577.35,55698.5,69080256,3929.98,54017.39453125
2025-08-21,55972.05,55993.65,55708.2,55755.45,70335704,4599.75,53659.6640625
2025-08-22,55669.25,55745.0,55102.6,55149.4,77141295,4904.87,53659.6640625
2025-08-25,55147.75,55306.0,55048.4,55139.3,79872789,4868.15,53123.068359375
2025-08-26,54999.05,55068.9,54396.1,54450.45,123812430,6273.37,53301.93359375
2025-08-28,54256.0,54382.25,53768.45,53820.35,134329841,7653.16,53123.068359375
2025-08-29,53660.35,54086.0,53606.45,53655.65,103888450,5331.99,53301.93359375
2025-09-01,53658.15,54035.85,53658.15,54002.45,78043463,4371.98,52944.203125
2025-09-02,54038.25,54160.95,53578.0,53661.0,77543435,4545.09,53301.93359375
2025-09-03,53630.75,54136.15,53561.75,54067.55,100090205,5767.26,52944.203125
2025-09-04,54379.6,54450.55,53971.85,54075.45,120031588,5982.67,52586.47265625
2025-09-05,54308.05,54308.05,53719.55,54114.55,79909524,4054.63,53659.6640625
2025-09-08,54215.4,54518.7,54067.15,54186.9,76257333,3946.01,53480.798828125
2025-09-09,54330.55,54350.65,54079.45,54216.1,93756212,4528.25,53480.798828125
2025-09-10,54554.75,54705.2,54400.0,54536.0,116930374,6868.05,54017.39453125
2025-09-11,54413.05,54757.45,54402.4,54669.6,96854156,5404.27,53659.6640625
2025-09-12,54781.55,54852.25,54580.35,54809.3,80119831,5076.51,53659.6640625
2025-09-15,54884.05,55018.7,54807.5,54887.85,72024180,4241.76,53838.529296875
2025-09-16,54778.4,55185.45,54777.75,55147.6,98659319,6423.62,54196.259765625
2025-09-17,55158.35,55540.75,55146.55,55493.3,155327382,7513.03,54196.259765625
2025-09-18,55797.1,55835.25,55490.9,55727.45,134323012,6702.33,53838.529296875
2025-09-19,55647.95,55688.75,55355.3,55458.85,190004775,10395.61,54017.39453125
2025-09-22,55429.3,55666.35,55215.6,55284.75,118640313,5523.7,54375.125
2025-09-23,55248.7,55662.0,55159.0,55509.75,171202052,9829.85,54732.85546875
2025-09-24,55387.1,55511.1,55040.45,55121.5,171980461,8150.01,54911.720703125
2025-09-25,55061.65,55276.65,54903.3,54976.2,158420883,10191.4,54911.720703125
2025-09-26,54797.9,54897.0,54310.95,54389.35,127686862,7130.77,55090.5859375
2025-09-29,54460.4,54686.05,54226.6,54461.0,218344229,14281.61,54911.720703125
2025-09-30,54705.5,54793.05,54502.95,54635.85,206876041,10837.77,54732.85546875
2025-10-01,54653.9,55406.75,54582.55,55347.95,172989699,10393.05,54553.990234375
2025-10-03,55182.6,55616.45,55177.0,55589.25,156863037,8879.41,54553.990234375
2025-10-06,55834.7,56164.2,55727.25,56104.85,162639435,9726.97,55090.5859375
2025-10-07,56126.4,56502.45,56025.05,56239.35,153742467,8757.24,54929.6796875
2025-10-08,56098.5,56303.6,55821.0,56018.25,133591450,5798.8,54929.6796875
2025-10-09,55979.0,56286.25,55843.9,56192.05,118029500,6049.16,54563.48046875
2025-10-10,56168.6,56760.25,56152.45,56609.75,162952571,6722.44,54563.48046875
2025-10-13,56337.05,56770.9,56327.4,56625.0,123486993,6454.29,54563.48046875
2025-10-14,56598.65,56721.3,56230.15,56496.45,129845019,6690.65,54563.48046875
2025-10-15,56528.95,56922.7,56491.85,56799.9,123701247,6914.83,54929.6796875
2025-10-16,57139.95,57525.8,56994.7,57422.55,148601313,9667.33,54929.6796875
2025-10-17,57362.9,57830.2,57238.65,57713.35,147161418,8960.74,54746.580078125
2025-10-20,57872.85,58261.55,57872.85,58033.2,341715407,14041.65,54746.580078125
2025-10-21,58063.4,58155.55,57887.2,58007.2,38968242,1679.12,54746.580078125
2025-10-23,58314.55,58577.5,57951.45,58078.05,291556210,14314.53,54929.6796875
2025-10-24,58172.75,58232.9,57482.05,57699.6,132081008,6654.57,54746.580078125
2025-10-27,57796.45,58224.55,57652.75,58114.25,153027019,7555.3,54929.6796875
2025-10-28,58006.55,58313.8,57770.35,58214.1,256079447,14036.42,54929.6796875
2025-10-29,58316.25,58469.9,58087.05,58385.25,151847243,7845.76,54929.6796875
2025-10-30,58152.05,58331.2,57999.2,58031.1,222993699,8385.96,54746.580078125
2025-10-31,57942.45,58254.95,57656.95,57776.35,307922255,10392.19,54746.580078125
2025-11-03,57726.85,58247.55,57718.4,58101.45,204665357,8247.6,54929.6796875
2025-11-04,57966.65,58119.65,57732.95,57827.05,168559617,8624.42,54929.6796875
2025-11-06,57714.8,57945.05,57521.0,57554.25,170428684,10257.32,54929.6796875
2025-11-07,57391.4,58001.35,57157.85,57876.8,142423718,6208.77,54746.580078125
2025-11-10,57846.2,58097.2,57846.2,57937.55,123385793,5940.6,54746.580078125
2025-11-11,57962.3,58187.35,57594.25,58138.15,119589571,5909.76,54929.677734375
2025-11-12,58505.35,58507.7,58171.85,58274.65,149265514,7073.06,54929.6796875
2025-11-13,58158.75,58615.95,58127.1,58381.95,121244767,7470.55,54746.580078125
2025-11-14,58050.0,58590.15,58050.0,58517.55,114807987,7021.35,54563.48046875
2025-11-17,58696.3,59001.55,58605.3,58962.7,157460315,7287.68,54746.580078125
2025-11-18,58990.5,59103.65,58798.9,58899.25,145542247,7631.35,54929.6796875
2025-11-19,58908.15,59264.25,58688.55,59216.05,149831471,7295.78,54197.28515625
2025-11-20,59308.2,59440.1,59125.25,59347.7,120021307,7609.52,54197.28515625
2025-11-21,59116.7,59232.15,58823.65,58867.7,121382744,8057.86,54380.3828125
2025-11-24,58996.9,59309.9,58649.5,58835.35,190388710,11105.72,54197.28515625
2025-11-25,58925.65,59166.15,58746.2,58820.3,137380135,8120.31,54197.28515625
2025-11-26,58783.05,59554.95,58783.05,59528.05,140180988,7695.58,54197.28515625
2025-11-27,59605.3,59866.6,59523.0,59737.3,137809670,8782.7,54014.185546875
2025-11-28,59758.7,59897.5,59598.95,59752.7,100023044,5839.54,53831.0859375
2025-12-01,60102.05,60114.3,59527.6,59681.35,122326469,6594.81,54014.185546875
2025-12-02,59354.2,59656.55,59251.95,59273.8,207110345,10056.56,54380.3828125
2025-12-03,59158.7,59414.9,58925.7,59348.25,166403478,7160.87,54380.3828125
2025-12-04,59287.1,59548.7,59062.15,59288.7,109589024,6142.41,54197.28515625
2025-12-05,59133.2,59806.6,59106.55,59777.2,119481620,5949.78,54197.28515625
2025-12-08,59672.05,59713.15,59030.6,59238.55,131203623,6335.61,54197.28515625
2025-12-09,58918.85,59358.25,58878.45,59222.35,137801477,6893.1,54380.3828125
2025-12-10,59281.55,59440.9,58853.9,58960.4,105165395,6092.67,54197.28515625
2025-12-11,58966.2,59423.35,58799.9,59209.85,96941328,5351.23,54197.28515625
2025-12-12,59401.5,59545.7,59224.85,59389.95,107708486,4737.26,54197.28515625
2025-12-15,59053.7,59533.0,59044.65,59461.8,125225674,4598.78,54746.580078125
2025-12-16,59288.75,59335.25,58966.35,59034.6,123339470,7236.18,54563.48046875
2025-12-17,59072.8,59127.2,58801.4,58926.75,132704071,6795.81,54563.48046875
2025-12-18,58712.7,59211.0,58712.7,58912.85,97400429,4817.54,54929.6796875
2025-12-19,59047.4,59140.55,58897.5,59069.2,179050841,8478.14,54746.580078125
2025-12-22,59224.75,59371.2,59155.5,59304.0,114820013,5343.13,54929.6796875
2025-12-23,59334.35,59402.35,59216.75,59299.55,91776313,5263.89,54746.580078125
