Date,Open,High,Low,Close,Shares Traded,Turnover (₹ Cr),Chronos_Predicted
2025-06-13,1696.1,1730.5,1688.15,1726.1,37545838,1054.59,1497.2191162109375
2025-06-16,1736.45,1746.95,1707.0,1735.95,32522035,551.52,1504.4871215820312
2025-06-17,1746.75,1757.5,1717.1,1723.4,59142896,931.18,1504.4871215820312
2025-06-18,1724.6,1728.8,1695.55,1701.5,18533566,282.1,1497.2191162109375
2025-06-19,1698.85,1714.7,1659.75,1668.95,28331646,380.32,1482.6829833984375
2025-06-20,1665.55,1679.55,1652.0,1674.8,27175097,577.06,1489.9510498046875
2025-06-23,1670.95,1755.6,1664.15,1748.4,179285011,2738.06,1475.4149169921875
2025-06-24,1759.65,1766.15,1725.25,1728.8,45274170,720.17,1468.1468505859375
2025-06-25,1735.4,1767.4,1730.4,1763.15,192781618,1344.69,1468.1468505859375
2025-06-26,1769.75,1770.85,1739.1,1743.85,37638853,422.74,1468.1468505859375
2025-06-27,1749.05,1763.8,1744.15,1747.85,27965488,482.44,1468.1469116210938
2025-06-30,1753.2,1765.6,1747.35,1754.45,29642093,382.88,1482.6829833984375
2025-07-01,1758.0,1760.55,1727.35,1731.4,18711016,270.33,1482.6829833984375
2025-07-02,1738.45,1740.35,1716.35,1725.15,21990822,377.38,1475.4149169921875
2025-07-03,1734.7,1754.95,1717.5,1750.15,26300994,552.09,1482.6829833984375
2025-07-04,1757.35,1781.45,1751.3,1761.75,55560337,886.14,1466.7894287109375
2025-07-07,1765.2,1765.2,1734.7,1743.55,24688221,389.69,1466.7894287109375
2025-07-08,1747.8,1748.1,1717.25,1741.55,25563089,378.19,1466.7894287109375
2025-07-09,1745.6,1754.85,1731.0,1734.7,26791196,456.51,1466.7894287109375
2025-07-10,1740.3,1743.15,1723.05,1732.1,30836296,463.71,1466.7894287109375
2025-07-11,1705.0,1716.2,1694.5,1704.3,41417248,539.79,1466.7894287109375
2025-07-14,1702.55,1732.75,1688.3,1727.5,43639114,581.04,1466.7894287109375
2025-07-15,1733.65,1751.7,1730.15,1735.85,29218464,505.97,1466.7894287109375
2025-07-16,1737.75,1766.9,1737.0,1758.6,441750405,2637.56,1466.7894287109375
2025-07-17,1760.7,1766.35,1752.1,1754.25,77224403,663.55,1473.9097900390625
2025-07-18,1759.05,1775.85,1749.55,1771.05,46866926,895.8,1466.7894287109375
2025-07-21,1775.55,1780.25,1759.95,1773.9,37723597,462.9,1466.7894287109375
2025-07-22,1777.8,1786.15,1728.85,1733.6,34626924,490.04,1459.6691284179688
2025-07-23,1733.0,1739.55,1711.15,1717.3,39012853,468.46,1452.548828125
2025-07-24,1722.35,1725.0,1707.2,1714.35,21583155,275.35,1452.548828125
2025-07-25,1714.35,1715.8,1665.9,1669.6,23450130,304.76,1452.548828125
2025-07-28,1669.25,1675.95,1620.15,1624.5,24730698,295.57,1445.428466796875
2025-07-29,1626.95,1640.8,1614.75,1637.75,25718087,356.93,1438.30810546875
2025-07-30,1642.55,1651.75,1622.0,1624.8,19399921,289.47,1452.548828125
2025-07-31,1611.7,1640.1,1600.2,1626.35,21652087,303.47,1445.428466796875
2025-08-01,1627.1,1649.2,1611.3,1616.8,91267302,653.15,1452.548828125
2025-08-04,1621.25,1643.9,1611.5,1641.15,29812021,286.56,1466.7894287109375
