"Index Name","Date","Open","High","Low","Close"
"NIFTY AUTO","18 Feb 2025","21973.7","21997.05","21638.55","21818.90"
"NIFTY AUTO","17 Feb 2025","22012.8","22012.95","21610.15","21951.85"
"NIFTY AUTO","14 Feb 2025","22428.25","22487.5","21874.55","22069.30"
"NIFTY AUTO","13 Feb 2025","22483.25","22594.65","22285.1","22344.30"
"NIFTY AUTO","12 Feb 2025","22544.2","22573.15","22099.05","22407.45"
"NIFTY AUTO","11 Feb 2025","23053.8","23068.15","22531.1","22573.90"
"NIFTY AUTO","10 Feb 2025","23525.85","23636.3","23082.2","23112.65"
"NIFTY AUTO","07 Feb 2025","23407.45","23545.2","23193.35","23459.95"
"NIFTY AUTO","06 Feb 2025","23548.25","23587.85","23264.15","23298.85"
"NIFTY AUTO","05 Feb 2025","23551.25","23646.3","23410.5","23517.10"
"NIFTY AUTO","04 Feb 2025","23607.5","23800.9","23366.9","23535.05"
"NIFTY AUTO","03 Feb 2025","23299.75","23370.9","23096.1","23327.00"
"NIFTY AUTO","01 Feb 2025","22926.2","23519.7","22727.65","23305.45"
"NIFTY AUTO","31 Jan 2025","22552.1","22951.4","22490.3","22867.60"
"NIFTY AUTO","30 Jan 2025","22420.3","22683.85","22259.1","22495.70"
"NIFTY AUTO","29 Jan 2025","22299","22707.55","22269.95","22586.35"
"NIFTY AUTO","28 Jan 2025","22061.2","22506.6","21867.8","22264.15"
"NIFTY AUTO","27 Jan 2025","22055.15","22081.25","21835.6","21970.45"
"NIFTY AUTO","24 Jan 2025","22463.95","22589.05","22120.05","22171.05"
"NIFTY AUTO","23 Jan 2025","22245.8","22587.4","22166.15","22518.95"
"NIFTY AUTO","22 Jan 2025","22409.75","22428.7","22121.4","22274.35"
"NIFTY AUTO","21 Jan 2025","22727.7","22881.95","22261.9","22303.20"
"NIFTY AUTO","20 Jan 2025","22805.75","22853","22511.75","22671.80"
"NIFTY AUTO","17 Jan 2025","22835.25","22941.7","22651.6","22791.10"
"NIFTY AUTO","16 Jan 2025","22866.8","22934.75","22758.15","22861.25"
"NIFTY AUTO","15 Jan 2025","22929.55","23063.7","22602.65","22712.75"
"NIFTY AUTO","14 Jan 2025","22416.5","22935.85","22415.95","22833.05"
"NIFTY AUTO","13 Jan 2025","22789.7","22842.45","22351","22382.25"
"NIFTY AUTO","10 Jan 2025","23262.3","23345.85","22896.05","23017.75"
"NIFTY AUTO","09 Jan 2025","23457.45","23552.75","23240","23305.20"
"NIFTY AUTO","08 Jan 2025","23543.9","23549.65","23191.6","23370.15"
"NIFTY AUTO","07 Jan 2025","23513.95","23634.35","23426","23482.10"
"NIFTY AUTO","06 Jan 2025","24087.45","24169.7","23365.6","23482.20"
"NIFTY AUTO","03 Jan 2025","24058.95","24173.25","23899.75","24005.00"
"NIFTY AUTO","02 Jan 2025","23255.25","24051.8","23155.2","24016.20"
"NIFTY AUTO","01 Jan 2025","22834.2","23167.4","22689.2","23139.55"
"NIFTY AUTO","31 Dec 2024","22713.6","22899.8","22641","22834.00"
"NIFTY AUTO","30 Dec 2024","23072.25","23100.8","22695.75","22768.25"
"NIFTY AUTO","27 Dec 2024","22960.6","23461.95","22952.6","23099.05"
"NIFTY AUTO","26 Dec 2024","22709.85","22947.8","22709.85","22876.10"
"NIFTY AUTO","24 Dec 2024","22565.45","22810.2","22510.6","22685.55"
"NIFTY AUTO","23 Dec 2024","22699.95","22765.55","22488.3","22557.75"
"NIFTY AUTO","20 Dec 2024","23070.45","23236.6","22531.65","22580.00"
"NIFTY AUTO","19 Dec 2024","22911.75","23166.65","22862.4","23070.90"
"NIFTY AUTO","18 Dec 2024","23319.6","23423.55","23208.6","23241.25"
"NIFTY AUTO","17 Dec 2024","23705.1","23834","23361.65","23417.80"
"NIFTY AUTO","16 Dec 2024","23805.05","23823.35","23628.25","23790.50"
"NIFTY AUTO","13 Dec 2024","23617.75","23803.75","23292.1","23773.10"
"NIFTY AUTO","12 Dec 2024","23891.8","23908.1","23615.3","23660.30"
"NIFTY AUTO","11 Dec 2024","23779.5","23947.2","23757.1","23851.85"
"NIFTY AUTO","10 Dec 2024","23806.8","23838","23635.4","23767.05"
"NIFTY AUTO","09 Dec 2024","23948.5","23986.05","23750.6","23775.05"
"NIFTY AUTO","06 Dec 2024","23799.75","23982.5","23722.85","23960.25"
"NIFTY AUTO","05 Dec 2024","23691.1","23853.75","23438.55","23736.25"
"NIFTY AUTO","04 Dec 2024","23746.2","23850.75","23466.75","23584.00"
"NIFTY AUTO","03 Dec 2024","23692.75","23775.45","23580.75","23752.40"
"NIFTY AUTO","02 Dec 2024","23433","23615.45","23353.75","23599.60"
"NIFTY AUTO","29 Nov 2024","23169.2","23446.5","23128.9","23368.55"
"NIFTY AUTO","28 Nov 2024","23509.25","23549.7","23091.8","23134.70"
"NIFTY AUTO","27 Nov 2024","23515.8","23639","23419.4","23517.35"
"NIFTY AUTO","26 Nov 2024","23762.55","23800.15","23326.8","23413.00"
"NIFTY AUTO","25 Nov 2024","23914.55","24111.95","23648.65","23716.45"
"NIFTY AUTO","22 Nov 2024","23208.8","23686.35","23089.05","23554.10"
"NIFTY AUTO","21 Nov 2024","23321.35","23328.5","23072.65","23145.90"
"NIFTY AUTO","19 Nov 2024","23052.55","23713.2","23051.6","23359.50"
"NIFTY AUTO","18 Nov 2024","23044.75","23261.85","22854.55","23043.85"
"NIFTY AUTO","14 Nov 2024","22831.55","23036.15","22659.05","22914.50"
"NIFTY AUTO","13 Nov 2024","23207.7","23220","22691.5","22765.20"
"NIFTY AUTO","12 Nov 2024","23744.7","23865.6","23183.75","23269.10"
"NIFTY AUTO","11 Nov 2024","23740.2","24077.1","23618.3","23729.45"
"NIFTY AUTO","08 Nov 2024","23855.55","23900.6","23536.05","23805.20"
"NIFTY AUTO","07 Nov 2024","24236.95","24243.8","23696.05","23812.50"
"NIFTY AUTO","06 Nov 2024","23960.7","24181.5","23835.85","24137.90"
"NIFTY AUTO","05 Nov 2024","23553.15","23891.15","23462.45","23839.60"
"NIFTY AUTO","04 Nov 2024","23883.75","24068.9","23258.15","23573.20"
"NIFTY AUTO","01 Nov 2024","23792.7","23869.75","23765.9","23805.60"
"NIFTY AUTO","31 Oct 2024","23606.65","23625.3","23401.85","23514.70"
"NIFTY AUTO","30 Oct 2024","23430.6","23855.15","23423.9","23594.00"
"NIFTY AUTO","29 Oct 2024","23941.65","24048.65","23264.3","23588.60"
"NIFTY AUTO","28 Oct 2024","23807.05","24224.05","23664.5","23964.45"
"NIFTY AUTO","25 Oct 2024","24360.95","24378.15","23519.8","23799.30"
"NIFTY AUTO","24 Oct 2024","24432.9","24555.45","24257.45","24324.85"
"NIFTY AUTO","23 Oct 2024","24593.5","24873.8","24388","24451.30"
"NIFTY AUTO","22 Oct 2024","25297.45","25316.45","24583.95","24627.25"
"NIFTY AUTO","21 Oct 2024","25161.55","25359.55","24777.6","25251.85"
"NIFTY AUTO","18 Oct 2024","24907.95","25247.8","24699.35","25146.90"
"NIFTY AUTO","17 Oct 2024","25792.15","25820.5","24959.85","24991.20"
"NIFTY AUTO","16 Oct 2024","26178.25","26197.25","25783.25","25909.00"
"NIFTY AUTO","15 Oct 2024","26619","26626.1","26028.8","26242.60"
"NIFTY AUTO","14 Oct 2024","26501.15","26569.4","26428.05","26463.55"
"NIFTY AUTO","11 Oct 2024","26583.25","26610.9","26381","26436.60"
"NIFTY AUTO","10 Oct 2024","26492","26764.15","26392.15","26528.50"
"NIFTY AUTO","09 Oct 2024","26314.1","26673.4","26271","26450.25"
"NIFTY AUTO","08 Oct 2024","25731.85","26293.6","25612.45","26236.10"
"NIFTY AUTO","07 Oct 2024","26042.6","26079.95","25544.8","25807.15"
"NIFTY AUTO","04 Oct 2024","26294.25","26449.25","25850.4","25926.30"
"NIFTY AUTO","03 Oct 2024","26479.5","26806.2","26261.55","26302.10"
"NIFTY AUTO","01 Oct 2024","27099.8","27228.1","26971.65","27083.45"
"NIFTY AUTO","30 Sep 2024","27474.3","27534.9","26971.05","27027.20"
"NIFTY AUTO","27 Sep 2024","27477.7","27696.1","27382.65","27610.75"
"NIFTY AUTO","26 Sep 2024","26885.45","27526.35","26839.3","27496.25"
"NIFTY AUTO","25 Sep 2024","26872.5","27108.45","26714.8","26888.35"
"NIFTY AUTO","24 Sep 2024","26700.8","26966.95","26696.6","26920.45"
"NIFTY AUTO","23 Sep 2024","26491.25","26825.55","26485.9","26805.40"
"NIFTY AUTO","20 Sep 2024","25960.5","26452.05","25926.75","26394.55"
"NIFTY AUTO","19 Sep 2024","25934.85","26105","25806","25907.65"
"NIFTY AUTO","18 Sep 2024","25885.5","26117.25","25746.35","25804.45"
"NIFTY AUTO","17 Sep 2024","25903.35","25942.9","25602.2","25896.40"
"NIFTY AUTO","16 Sep 2024","25865.8","25915.55","25801.1","25829.65"
"NIFTY AUTO","13 Sep 2024","25832.4","25870.7","25718.15","25820.85"
"NIFTY AUTO","12 Sep 2024","25342.55","25818.45","25191.1","25779.80"
"NIFTY AUTO","11 Sep 2024","25406.4","25456.8","25191","25240.60"
"NIFTY AUTO","10 Sep 2024","25539.5","25627.15","25398.3","25556.45"
"NIFTY AUTO","09 Sep 2024","25499.6","25523.6","25259.25","25495.25"
"NIFTY AUTO","06 Sep 2024","25817.65","25893.15","25435.9","25527.15"
"NIFTY AUTO","05 Sep 2024","25987.7","26016.95","25800.25","25835.30"
"NIFTY AUTO","04 Sep 2024","25869.4","25988.55","25764.2","25934.25"
"NIFTY AUTO","03 Sep 2024","26140.85","26141.75","26004.15","26034.65"
"NIFTY AUTO","02 Sep 2024","26289.35","26289.35","25951.9","26071.40"
"NIFTY AUTO","30 Aug 2024","26083.3","26245.6","25976.45","26172.80"
"NIFTY AUTO","29 Aug 2024","25858.4","26117.95","25671.25","26020.40"
"NIFTY AUTO","28 Aug 2024","25963.25","26055.6","25817.25","25879.40"
"NIFTY AUTO","27 Aug 2024","25960.7","26026.8","25857.05","25911.90"
"NIFTY AUTO","26 Aug 2024","25913.5","25995.75","25802.15","25941.45"
"NIFTY AUTO","23 Aug 2024","25630.8","25929.05","25621.25","25850.70"
"NIFTY AUTO","22 Aug 2024","25658.45","25681.5","25518.05","25563.65"
"NIFTY AUTO","21 Aug 2024","25520.55","25597.65","25448.05","25586.75"
"NIFTY AUTO","20 Aug 2024","25480.75","25538.45","25377.6","25500.00"
"NIFTY AUTO","19 Aug 2024","25732.1","25732.1","25355.7","25368.75"
"NIFTY AUTO","16 Aug 2024","25344.8","25635.45","25261.75","25597.35"
"NIFTY AUTO","14 Aug 2024","25169.8","25235.85","25021.1","25093.50"
"NIFTY AUTO","13 Aug 2024","25330.45","25362.35","25041.95","25081.85"
"NIFTY AUTO","12 Aug 2024","25267.15","25345.1","25089.75","25278.95"
"NIFTY AUTO","09 Aug 2024","25272.9","25445","25202.75","25346.65"
"NIFTY AUTO","08 Aug 2024","24947.8","25111.15","24785.05","24917.35"
"NIFTY AUTO","07 Aug 2024","25001.5","25028.2","24789.85","24937.60"
"NIFTY AUTO","06 Aug 2024","24909.05","25309.2","24464.5","24520.05"
"NIFTY AUTO","05 Aug 2024","25056.05","25150.5","24509.25","24706.50"
"NIFTY AUTO","02 Aug 2024","26192.8","26192.8","25678.35","25714.45"
"NIFTY AUTO","01 Aug 2024","26900.95","26934.05","26357.45","26487.45"
"NIFTY AUTO","31 Jul 2024","26675.6","26800.7","26516.35","26685.25"
"NIFTY AUTO","30 Jul 2024","26468.85","26757.9","26386.1","26580.95"
"NIFTY AUTO","29 Jul 2024","26382.3","26460.65","26261.8","26426.55"
"NIFTY AUTO","26 Jul 2024","25759.25","26289.35","25601.7","26250.70"
"NIFTY AUTO","25 Jul 2024","25210.7","25640.4","25147.35","25627.35"
"NIFTY AUTO","24 Jul 2024","25305.8","25370.1","25193.05","25309.05"
"NIFTY AUTO","23 Jul 2024","25361.75","25458.2","24473.8","25321.70"
"NIFTY AUTO","22 Jul 2024","24889.3","25292.9","24689.8","25250.75"
"NIFTY AUTO","19 Jul 2024","25573.9","25573.9","24931.25","24963.35"
"NIFTY AUTO","18 Jul 2024","25457.4","25605.5","25162.7","25576.70"
"NIFTY AUTO","16 Jul 2024","25510.25","25587.85","25430.95","25482.90"
"NIFTY AUTO","15 Jul 2024","25235.7","25451.1","25191.15","25419.80"
"NIFTY AUTO","12 Jul 2024","25246.4","25301.4","25102.4","25145.45"
"NIFTY AUTO","11 Jul 2024","25381.1","25431.15","25228.9","25257.25"
"NIFTY AUTO","10 Jul 2024","25904.45","25906.1","25094.1","25302.80"
"NIFTY AUTO","09 Jul 2024","25389.7","25845.75","25338.35","25823.55"
"NIFTY AUTO","08 Jul 2024","25480.55","25581.95","25230.8","25260.50"
"NIFTY AUTO","05 Jul 2024","25377.75","25428.75","25226.45","25398.30"
"NIFTY AUTO","04 Jul 2024","25270.75","25415.25","25242.55","25366.45"
"NIFTY AUTO","03 Jul 2024","25252","25273.3","25123.2","25182.80"
"NIFTY AUTO","02 Jul 2024","25397.3","25397.3","25039.15","25130.85"
"NIFTY AUTO","01 Jul 2024","25173.65","25417.9","25172.4","25323.85"
"NIFTY AUTO","28 Jun 2024","25160.55","25339.15","25119.65","25200.60"
"NIFTY AUTO","27 Jun 2024","25025.65","25249.55","24841.85","25191.40"
"NIFTY AUTO","26 Jun 2024","25260.5","25293.8","24999.6","25018.90"
"NIFTY AUTO","25 Jun 2024","25363.65","25505.75","25205.5","25250.25"
"NIFTY AUTO","24 Jun 2024","25033.95","25350.85","24861.3","25309.80"
"NIFTY AUTO","21 Jun 2024","25344.8","25437.35","25016.9","25092.30"
"NIFTY AUTO","20 Jun 2024","25432.1","25498.4","25201.25","25267.85"
"NIFTY AUTO","19 Jun 2024","25809.85","25824.35","25344.4","25381.70"
"NIFTY AUTO","18 Jun 2024","25844.7","25991.45","25690.35","25715.30"
"NIFTY AUTO","14 Jun 2024","25437.8","25774.7","25347.35","25722.10"
"NIFTY AUTO","13 Jun 2024","25482.3","25482.3","25162.5","25393.20"
"NIFTY AUTO","12 Jun 2024","25296.65","25407.15","25198.05","25217.60"
"NIFTY AUTO","11 Jun 2024","25075.25","25342.2","25008.2","25230.80"
"NIFTY AUTO","10 Jun 2024","25100.5","25260.05","24912.6","25022.65"
"NIFTY AUTO","07 Jun 2024","24317.75","25043.35","24282.4","25020.20"
"NIFTY AUTO","06 Jun 2024","24367.8","24463.3","24200.95","24396.70"
"NIFTY AUTO","05 Jun 2024","23374.15","24347.9","23120.65","24283.75"
"NIFTY AUTO","04 Jun 2024","24000.95","24001.1","22026.3","23193.30"
"NIFTY AUTO","03 Jun 2024","24159.7","24159.7","23874.9","23992.70"
"NIFTY AUTO","31 May 2024","23613.4","23733.65","23314.05","23419.60"
"NIFTY AUTO","30 May 2024","23690.5","23767.25","23392.15","23471.00"
"NIFTY AUTO","29 May 2024","23670.55","23805.45","23566.05","23757.95"
"NIFTY AUTO","28 May 2024","23894.65","23978.45","23763.4","23814.25"
"NIFTY AUTO","27 May 2024","23972.4","23996.7","23696.35","23877.15"
"NIFTY AUTO","24 May 2024","23774.15","24038.6","23692.15","23891.45"
"NIFTY AUTO","23 May 2024","23368.55","23874.75","23252.2","23849.25"
"NIFTY AUTO","22 May 2024","23380.9","23400.25","23201.95","23324.10"
"NIFTY AUTO","21 May 2024","23322.95","23422.05","23215.45","23353.75"
"NIFTY AUTO","18 May 2024","23389.65","23400.05","23305.35","23339.30"
"NIFTY AUTO","17 May 2024","23045.65","23386.95","23039.4","23285.65"
"NIFTY AUTO","16 May 2024","22892.1","22943.8","22448.55","22886.85"
"NIFTY AUTO","15 May 2024","22930.6","22946.05","22681","22759.85"
"NIFTY AUTO","14 May 2024","22476.8","22894.7","22435.7","22874.80"
"NIFTY AUTO","13 May 2024","22725","22731","22127.9","22462.65"
"NIFTY AUTO","10 May 2024","22725.35","22898.3","22672.3","22846.90"
"NIFTY AUTO","09 May 2024","22501.9","22994.55","22492.6","22633.30"
"NIFTY AUTO","08 May 2024","22102.95","22512.55","21959.3","22458.65"
"NIFTY AUTO","07 May 2024","22582.35","22595.9","21996.65","22114.00"
"NIFTY AUTO","06 May 2024","22622.6","22654.9","22394.35","22526.60"
"NIFTY AUTO","03 May 2024","22870.55","22870.55","22342.6","22541.35"
"NIFTY AUTO","02 May 2024","22613.95","22776.9","22478.15","22733.50"
"NIFTY AUTO","30 Apr 2024","22184.8","22634.05","22181.1","22479.90"
"NIFTY AUTO","29 Apr 2024","22192.4","22259.65","21990.9","22078.75"
"NIFTY AUTO","26 Apr 2024","22219.3","22286.55","22081.1","22111.55"
"NIFTY AUTO","25 Apr 2024","21938.4","22221.6","21852.95","22174.05"
"NIFTY AUTO","24 Apr 2024","21963.8","22023.4","21869.25","21896.90"
"NIFTY AUTO","23 Apr 2024","21897.95","22006.25","21806.15","21914.30"
"NIFTY AUTO","22 Apr 2024","21846.05","21854.2","21653.75","21812.70"
"NIFTY AUTO","19 Apr 2024","21483.3","21637.1","21144.75","21609.70"
"NIFTY AUTO","18 Apr 2024","21790.75","21948.5","21459.05","21520.75"
"NIFTY AUTO","16 Apr 2024","21536.9","21845.1","21480.75","21703.05"
"NIFTY AUTO","15 Apr 2024","21623.6","21818.85","21445","21680.30"
"NIFTY AUTO","12 Apr 2024","21985.8","22076.2","21834.45","21851.30"
"NIFTY AUTO","10 Apr 2024","22081.45","22148.85","21920.80","21985.15"
"NIFTY AUTO","09 Apr 2024","22185.80","22238.25","21921.65","21999.35"
"NIFTY AUTO","08 Apr 2024","21662.15","22102.05","21642.90","22067.95"
"NIFTY AUTO","05 Apr 2024","21597.85","21651.35","21539.25","21600.90"
"NIFTY AUTO","04 Apr 2024","21672.70","21719.00","21404.85","21651.85"
"NIFTY AUTO","03 Apr 2024","21555.65","21629.55","21446.75","21555.35"
"NIFTY AUTO","02 Apr 2024","21494.20","21641.20","21373.20","21614.25"
"NIFTY AUTO","01 Apr 2024","21546.95","21630.55","21338.65","21385.25"
