Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
17-FEB-2025,40968.8,41254.9,40592.5,41073.2,17430176,2949.74
14-FEB-2025,41547.05,41606.75,40958,41311.15,18638383,3260.01
13-FEB-2025,41787,41944.7,41182.4,41315.55,21275143,3481.89
12-FEB-2025,42039.5,42263.05,41591.2,41733,23640710,4205.28
11-FEB-2025,42616.9,42790.25,41866.6,41968.3,21543291,3148.44
10-FEB-2025,42956.45,42973.65,42511.25,42596.55,21592951,2763.02
07-FEB-2025,43106.15,43133.35,42623.45,42921.65,19183748,2923.42
06-FEB-2025,43197.3,43431.8,42838.15,43020.95,26495845,3455.5
05-FEB-2025,43060.65,43250.75,42818.1,42888.3,21924580,3509.41
04-FEB-2025,42642.75,42931.1,42407.35,42860.2,32171930,4806.38
03-FEB-2025,41592.2,42375.25,41328.25,42314.25,27108841,3671.15
01-FEB-2025,42680.8,42855.95,41938.05,42030.3,10107086,1351.48
31-JAN-2025,42586.1,42967.75,42486.8,42662.75,27490640,3553.95
30-JAN-2025,42893.8,43025.85,42117.35,42426.65,24784932,4138.51
29-JAN-2025,42052,42968.4,42051.55,42914.5,29718976,3991.22
28-JAN-2025,42097.05,42463.15,41731.25,41820.65,31326522,5508.94
27-JAN-2025,42986.9,43245.95,41961.15,42060.7,29656533,4814.72
24-JAN-2025,43220.45,43959.15,43217.5,43524.1,36057623,6366.55
23-JAN-2025,42750.45,43663.45,42741.2,43351.75,60011060,8544.03
22-JAN-2025,41755.2,42635.35,41750.2,42590.7,49411812,5702.4
21-JAN-2025,42288.55,42536.7,41639,41697.95,32723955,4581.61
20-JAN-2025,42377.35,42478.5,41709.55,42192.8,54717576,4776.05
17-JAN-2025,42469,42495.05,41962.65,42032.2,34631091,6083.81
16-JAN-2025,43696.45,44012.35,43095,43188.8,31322780,5941.04
15-JAN-2025,43190.8,43447.7,42976.3,43401.25,16576740,3961.92
14-JAN-2025,43996.6,44007.55,42916.75,43061.15,38291393,7914.23
13-JAN-2025,44390.6,44655.7,43927.4,43999.1,28748398,6031.62
10-JAN-2025,43731.5,44798.65,43731.5,44609.5,46424468,9036.91
09-JAN-2025,43606.3,43838.65,43032.45,43126.45,21861671,3891.46
08-JAN-2025,43333.9,43725.95,42735.55,43634.25,20054481,3539.17
07-JAN-2025,43836.35,44112.05,43293.65,43375.85,19977573,3970.67
06-JAN-2025,43961.65,44331.1,43401.7,43674.85,22700193,3937.15
03-JAN-2025,44334.15,44337.15,43554.95,43726.55,27314774,4102.37
02-JAN-2025,43401.65,44420.95,43325.9,44351.75,23676163,4108.81
01-JAN-2025,43290.65,43568.5,43249.8,43373.1,12841575,1634.76
31-DEC-2024,43622.4,43659.65,42574.45,43337.8,19785041,3292.36
30-DEC-2024,43674.05,44175.5,43259.8,43971.4,41611271,8570.37
27-DEC-2024,43707,43863.65,43546.05,43721.4,15688189,2268.46
26-DEC-2024,43708.2,43851,43420.9,43664.25,14275141,2425.78
24-DEC-2024,43897,44203.05,43262.1,43668.9,15528385,2224.16
23-DEC-2024,44011.5,44267.4,43643.95,43828.35,16413689,3091.56
20-DEC-2024,45513.35,45647.3,43663.05,43771.05,47421999,7731.32
19-DEC-2024,44493.45,45265.95,44434.1,44954.15,27825876,5312.35
18-DEC-2024,45293.05,45693,45237.3,45526.85,21616930,3346.8
17-DEC-2024,45576.15,45759.65,45213.85,45413.75,24158119,4316.8
16-DEC-2024,45937.1,46005.2,45536.85,45653.6,15596667,2721.27
13-DEC-2024,45496.95,46088.9,45073.5,45995.8,20521395,3966.26
12-DEC-2024,45409.7,46002.65,45375.5,45701.65,29279804,5182.34
11-DEC-2024,45238.8,45398.95,45046.6,45350.35,19365487,3276.98
10-DEC-2024,44848.5,45377.75,44824.15,45199.75,32302648,5013.6
09-DEC-2024,44648.3,44913.3,44477.15,44832,19493808,3330.45
06-DEC-2024,44780.45,44852.3,44519.7,44716.05,17886948,3067.89
05-DEC-2024,44174.8,45027.95,44023.9,44806.4,34791038,6113.56
04-DEC-2024,43761.15,44225.55,43585.05,43949.25,28921568,4517.28
03-DEC-2024,43794.7,43811.5,43404,43754.95,28296144,3872.99
02-DEC-2024,43171.75,43578,42860.8,43547,14516943,2756.96
29-NOV-2024,42873.8,43468.95,42738.75,43146.25,16742566,3444.85
28-NOV-2024,43948,44013.1,42864.8,42968.75,24114505,4947.4
27-NOV-2024,44132.5,44330.6,43980.15,44018.7,18110864,3434.84
26-NOV-2024,43763.2,44244.6,43699.45,44085.95,21692294,4122.36
25-NOV-2024,43697.85,43751.65,43337.6,43618.15,42038571,8475.27
22-NOV-2024,42229.2,43436.15,41983.55,43332.1,24590955,5146.95
21-NOV-2024,41928.9,42325.85,41678.2,41952.8,19166562,3781.57
19-NOV-2024,41534.6,42447.65,41534.6,41748.35,18754974,3520.42
18-NOV-2024,42442.85,42442.85,41035.4,41406.55,21830471,4323.13
14-NOV-2024,42318.75,42633,42162.8,42390.85,16646560,3306.57
13-NOV-2024,42484.45,42659.7,42201.4,42369.5,14998462,2889.76
12-NOV-2024,42846,42884.6,42462.05,42609.55,18267860,3682.01
11-NOV-2024,41991.35,42798.15,41793.65,42590.3,18123727,3173.73
08-NOV-2024,41938.8,42306.7,41840.7,42050.15,21686899,3677.34
07-NOV-2024,42151.5,42369.65,41348.75,41752.4,19558010,4345.73
06-NOV-2024,40770.6,42105.5,40675.05,42039.5,34531583,7085
05-NOV-2024,40345.45,40658.25,40225.2,40424.6,11904718,2234.87
04-NOV-2024,40202.25,40472.45,39975,40421.8,21838165,4328.45
01-NOV-2024,40568.65,40646.7,40366.5,40433.65,2184607,360.57
31-OCT-2024,41501.95,41501.95,40191.95,40407.55,29350168,6023.09
30-OCT-2024,41975.35,42164.35,41572.1,41668.6,22760617,3836.52
29-OCT-2024,42167.55,42210.9,41746.6,42031.45,16313469,2907.07
28-OCT-2024,42012.6,42401.3,41963.3,42205.4,19193332,3664.09
25-OCT-2024,42235.3,42366.15,41874.55,42038.85,19034514,3892.15
24-OCT-2024,41929.25,42379.6,41926.85,42139.85,16297576,4220.73
23-OCT-2024,41168.4,42530.95,41151.35,42222.1,27407160,8056.48
22-OCT-2024,41556.35,41850.6,41155.85,41238.8,21763795,3811.68
21-OCT-2024,42426.45,42609.05,41481.55,41562.7,28133205,4891.23
18-OCT-2024,42216.9,42579.75,41838,42106.5,58536881,7395.86
17-OCT-2024,42455.6,42900.45,42369.8,42734.3,35421382,6797.71
16-OCT-2024,42605.35,42691.15,42168.7,42230.7,17139081,3644.72
15-OCT-2024,42917.65,43329.5,42572.8,42731.3,29359019,5360.02
14-OCT-2024,42383.25,42985.1,42357.75,42872.75,28336403,4155.2
11-OCT-2024,41770.5,42567.2,41734.2,42335.7,20811308,5378.94
10-OCT-2024,42801.05,42880.4,42012.35,42088.8,19847322,3768.57
09-OCT-2024,42524.7,42920.55,42498.55,42622.75,16666943,3321.93
08-OCT-2024,42275.25,42445.25,41639.45,42387.55,18426132,3591.72
07-OCT-2024,42134.65,42491.85,41760.1,42190.6,21954385,4902.86
04-OCT-2024,41682.95,42566.15,41682.95,41912.5,28106685,6130.62
03-OCT-2024,41978.45,42325.85,41631.5,41762.6,26143240,5417.01
01-OCT-2024,41916.3,42470.5,41916.3,42434.8,19498812,3995.39
30-SEP-2024,42045.55,42275.4,41853.25,41946.05,20943077,4530.08
27-SEP-2024,42738.55,43377.95,42270.55,42312.6,46471370,10673.03
26-SEP-2024,42033.9,42345.4,41982.85,42160.9,27133990,6001.14
25-SEP-2024,42128.15,42222.85,41645.85,41960.95,17346219,3828.13
24-SEP-2024,41863.35,42403.9,41691.4,42243.95,21821497,4556.45
23-SEP-2024,42288.35,42378.5,41785.15,41987.45,13966065,2822.89
20-SEP-2024,42186.85,42375.2,41614.25,42204.4,39810373,8225.23
19-SEP-2024,42551,42850.45,41670.8,41945.6,32448250,6418.04
18-SEP-2024,43222.45,43222.45,41814.4,42089.3,27073309,5569.78
17-SEP-2024,43294.45,43645.9,43133.55,43415,12515011,2675.8
16-SEP-2024,43457.4,43583.15,43286.8,43352.65,11520747,2207.07
13-SEP-2024,43244.2,43571.65,42989.4,43394.35,27990553,3898.85
12-SEP-2024,42836.5,43265.25,42449.05,43152.1,26435647,5098.99
11-SEP-2024,42710.15,42984.2,42406.15,42473.25,15886049,3267.09
10-SEP-2024,42128.3,42937.45,42055.85,42644.2,21642487,4939.26
09-SEP-2024,42104.05,42431.65,41809.65,41919.05,18575937,3558.74
06-SEP-2024,42607.85,42983.6,42167.15,42228.9,22459581,4588.71
05-SEP-2024,42578.15,42766.05,42294.55,42644.65,17745658,3705.01
04-SEP-2024,42315.7,42498.45,42023.5,42450.5,22947993,3876.33
03-SEP-2024,42953.1,43194.55,42746.75,42851.3,20102469,3744.67
02-SEP-2024,42864.85,43299.5,42847.8,42975.6,22614752,4111.97
30-AUG-2024,42644.1,42913.95,42455.1,42787.8,38058547,8345.76
29-AUG-2024,42191.1,42790.3,42151.5,42591.65,31466369,5358.28
28-AUG-2024,41792.9,42717.15,41594.9,42394.4,37778309,7565.22
27-AUG-2024,41696.85,41936.7,41589.85,41709.25,14789570,2816.54
26-AUG-2024,41343.45,41820.9,41319.05,41662.1,21222060,3967.25
23-AUG-2024,41492.75,41548.75,41029.5,41089.85,16888129,3122.94
22-AUG-2024,41735.25,41834,41406.2,41506.2,16994440,3242.91
21-AUG-2024,41532.05,41603.6,41368.05,41570.85,11451526,2433.79
20-AUG-2024,41421.25,41746.55,41366.2,41572.8,17904856,3695.07
19-AUG-2024,40940.9,41271.6,40736.55,41236.85,16279112,3351.47
16-AUG-2024,40287.3,40927.15,40063.9,40878.25,33744575,6075.72
14-AUG-2024,39259.7,39767.15,39177.7,39731.25,24107273,4582.69
13-AUG-2024,39198.25,39383.3,38972.7,39114.85,12389859,2398.39
12-AUG-2024,39038.95,39329.05,38747.85,39109.5,13612243,2545.52
09-AUG-2024,39007.7,39252.4,38931.85,39043.3,13899620,2738.71
08-AUG-2024,39030.5,39098.75,38371.15,38448.3,21557700,3883.39
07-AUG-2024,39269.05,39427.1,38882.95,39194.8,16029806,2918.38
06-AUG-2024,38565.85,39395.4,38551.7,38624.2,21482548,4045.25
05-AUG-2024,38822.55,39044.7,37829.1,38435.95,33035537,5765.44
02-AUG-2024,40346.55,40632.25,39662.65,39730.3,24241535,4424.57
01-AUG-2024,40862.4,41036.05,40537.2,40709.4,20137643,3978.47
31-JUL-2024,40728.75,41074.05,40657.05,40851.1,17768794,3855.29
30-JUL-2024,40827.1,40889.9,40561.6,40776.3,14450649,2638.61
29-JUL-2024,41220.75,41381.1,40691.35,40820.1,18132104,3466.54
26-JUL-2024,40164.45,41073.65,40081.9,40977.35,42891757,7668.74
25-JUL-2024,39809.8,40198.65,39693.6,40055.45,27746620,4690.55
24-JUL-2024,40003,40282.1,39918.75,40115.05,21244487,4032.17
23-JUL-2024,39773.75,40193.85,39081.3,40044.7,30749561,5635.89
22-JUL-2024,39664.85,39945.5,39418.45,39773.15,57197395,6858
19-JUL-2024,40682.7,40682.7,39833.1,39923.3,63862265,12599.96
18-JUL-2024,39010.35,40075.7,39010.35,40010.4,41692102,8815.94
16-JUL-2024,39013.75,39280,38730.55,39141.5,22068156,4151.58
15-JUL-2024,39432.1,39567,38831.65,38911.35,35274412,6810.73
12-JUL-2024,37917.35,39237.7,37825.25,39023,76205973,15102.12
11-JUL-2024,37464.85,37636.2,37108.35,37332.6,24520261,5091.25
10-JUL-2024,37713.95,37824.65,37110.35,37280.75,23493679,4366.18
09-JUL-2024,37747.3,37827.8,37603.85,37668.65,16012537,2824.59
08-JUL-2024,37766,37949.8,37582.7,37742.25,20616154,3923.73
05-JUL-2024,37754.15,37884.65,37491.4,37720.75,20604733,3713.24
04-JUL-2024,37455.65,37935.1,37399.1,37725.9,32040374,5691.15
03-JUL-2024,37439.45,37444,37064,37314.35,22350775,3690.09
02-JUL-2024,37006.35,37525.45,36944.9,37299.15,40610502,6099.38
01-JUL-2024,36103,37093.35,36085.45,36869.2,37300109,6170.21
28-JUN-2024,36154.2,36334.65,36041.2,36157.5,29239836,5109.96
27-JUN-2024,35289.25,36191.2,35105.7,36123.7,54771862,8264.48
26-JUN-2024,35484.05,35593.95,35336,35406.55,18200197,2943.35
25-JUN-2024,35146.65,35468,35004.85,35426.9,15980316,2474.23
24-JUN-2024,35067.75,35282,34918.15,35143.8,18069715,3150.76
21-JUN-2024,35474.35,35875.3,35061,35200.3,88789621,11160.88
20-JUN-2024,35002.5,35002.5,34728.6,34936.45,23907913,3960.03
19-JUN-2024,34904.9,35036.65,34604.05,34927.1,24027980,3488.67
18-JUN-2024,34696,34917.65,34655.9,34802.9,28562117,3660.68
14-JUN-2024,35035.7,35035.7,34568.85,34598.55,19185995,3221.52
13-JUN-2024,34796.4,35039.55,34783.2,34902.05,26950264,4716.73
12-JUN-2024,34860.05,35016.4,34505.9,34547.45,30305878,4927.1
11-JUN-2024,34600.85,34751.3,34483.4,34531.45,16914732,2858.51
10-JUN-2024,35140.45,35167.75,34360.65,34526.25,60828891,12479.97
07-JUN-2024,34274.6,35248.1,34256.3,35169.9,81949119,11059.23
06-JUN-2024,33451.7,34093.15,33343,34023.8,35947445,5916.2
05-JUN-2024,32464.05,33319.6,32410.8,33087.95,26607830,4375.77
04-JUN-2024,32575.2,32594.35,31320.15,32315.55,37341492,5889.78
03-JUN-2024,33114.7,33143.55,32455.8,32511.35,26500660,4457.11
31-MAY-2024,32732.8,32816.85,32280.8,32386.1,76658095,12863.08
30-MAY-2024,33363.9,33433.25,32685.35,32806.75,31454831,4551.17
29-MAY-2024,33888.9,33888.9,33515.15,33542.7,20730357,3322.71
28-MAY-2024,34095.65,34136.25,33802.05,33880.85,21774750,3414.02
27-MAY-2024,33914.45,34227.05,33769.9,33995.25,35818335,4851.93
24-MAY-2024,34024.65,34088.2,33761.7,33824.3,15480650,2642.5
23-MAY-2024,33683.7,34098.05,33615.35,34042.85,25520373,4600.07
22-MAY-2024,33444.25,33724.35,33364.15,33613.05,18821051,3336.45
21-MAY-2024,33253,33453.6,33191.75,33379.75,21258597,3488.39
18-MAY-2024,33446.25,33494.45,33394,33438.75,1182120,183.34
17-MAY-2024,33763.85,33766.7,33361,33381.85,20240867,3729.31
16-MAY-2024,33364.65,33705.2,33208.25,33668.45,32588198,5324.28
15-MAY-2024,33144,33292.35,32986.05,33117.4,13671542,2385.51
14-MAY-2024,33106.75,33321.6,32918.7,33122.85,12917280,2130.64
13-MAY-2024,32910.65,33108.25,32669.25,33074.6,13047455,2161.47
10-MAY-2024,33166.1,33178.4,32786.55,32935.15,20654068,3537.67
09-MAY-2024,33275.75,33454.75,33006.95,33205.85,22524192,3667.94
08-MAY-2024,33425.15,33489.65,33237.1,33335.15,21690934,3420.15
07-MAY-2024,33268.15,33525.5,32998.2,33473,22646365,3838.3
06-MAY-2024,33041.2,33435.35,32990.8,33217.1,18207746,3363.28
03-MAY-2024,33248.5,33305,32690.5,32908.4,31148224,6429.57
02-MAY-2024,33059.3,33332.2,33059.3,33203.35,30439149,4607.67
30-APR-2024,33547.7,33688.95,33145.9,33200.95,25658003,4131.32
29-APR-2024,33640.75,33792.85,33527.05,33579.4,27976505,4414.77
26-APR-2024,33743.1,34307.45,33574.6,33666.2,51249751,7913.28
25-APR-2024,33283.45,33659.45,33283.45,33554.4,28960545,5046.38
24-APR-2024,33829.55,33840.1,33393.65,33442.55,13419516,2473.62
23-APR-2024,33752.85,33803.85,33614.25,33714.55,18854584,3249.2
22-APR-2024,33488.75,33627.55,33341.65,33538.75,25341580,4193.93
19-APR-2024,33047.35,33538.55,32915.5,33368.3,43286788,6200.94
18-APR-2024,33746.4,34102.15,33445.35,33498.65,47236555,7067.84
16-APR-2024,34108.6,34175.6,33504.35,33574.95,37495269,5862.97
15-APR-2024,34845.8,35188.15,34335.15,34463.6,26076989,4731.3
12-APR-2024,35222.55,35363.6,34980.85,35018.1,31885468,5506.09
10-APR-2024,35191.15,35350.6,34952.25,35293.15,19165777,3066.13
09-APR-2024,35241.9,35568.8,35002.8,35079.35,24195645,3666.25
08-APR-2024,35381,35429.95,35018.6,35064.15,27216512,3885.87
05-APR-2024,35331.8,35371.1,35146.5,35247.9,14977720,2640.22
04-APR-2024,35314.7,35649.6,34915.15,35426.7,31144574,5522.34
03-APR-2024,34682.6,35289.7,34626.2,35047.4,27273586,5124.23
02-APR-2024,34900.15,34984.35,34769.9,34793.95,17535682,3151.13
01-APR-2024,35224,35265.3,34963.8,35042.8,16258154,3224.78
